Gene	sgRNA	D7_R1|beta	D7_R1|z	D7_R1|p-value	D7_R1|fdr	D7_R1|wald-p-value	D7_R1|wald-fdr	D7_R2|beta	D7_R2|z	D7_R2|p-value	D7_R2|fdr	D7_R2|wald-p-value	D7_R2|wald-fdr	PLX7_R1|beta	PLX7_R1|z	PLX7_R1|p-value	PLX7_R1|fdr	PLX7_R1|wald-p-value	PLX7_R1|wald-fdr	PLX7_R2|beta	PLX7_R2|z	PLX7_R2|p-value	PLX7_R2|fdr	PLX7_R2|wald-p-value	PLX7_R2|wald-fdr
DCTN4	5	-0.7983600000000001	-9.1475	0.026029000000000004	0.58839	5.827300000000001e-20	4.4323e-18	-0.8147	-9.3529	0.019565	0.5514600000000001	8.525799999999999e-21	8.535100000000001e-19	-0.4845	-6.1161	0.09996000000000001	0.80295	9.5885e-10	2.523e-08	-0.61952	-6.8761	0.042161000000000004	0.69087	6.1522e-12	3.5020999999999997e-10
PSMB5	7	-0.71244	-10.039	0.041128	0.65589	1.0269e-23	1.118e-21	-0.56535	-8.1648	0.076411	0.73249	3.2205e-16	1.8393e-14	-0.46684	-7.0635	0.11099	0.80588	1.6236e-12	6.931699999999999e-11	-0.38718	-5.4363	0.1791	0.8527100000000001	5.4407e-08	1.3937e-06
LPCAT1	6	0.23437	3.7175	0.035467	0.63146	0.00020121	0.00122	0.29739	4.7417	0.014122999999999998	0.49899	2.1198e-06	2.3654e-05	0.22981	3.7071	0.050164	0.71611	0.00020966	0.001462	0.22613000000000003	3.4982	0.040944	0.68908	0.00046839	0.0036262
TPI1	5	-0.89943	-9.6032	0.015431	0.50674	7.751500000000001e-22	7.2594e-20	-0.71191	-7.8436	0.033343	0.61233	4.378e-15	2.1851e-13	-0.29625	-3.5358	0.33093	0.93104	0.00040651	0.0025947	-0.41053999999999996	-4.4757	0.15482	0.83285	7.615700000000001e-06	0.00011121
MKRN2-AS1	4	-0.69538	-5.7833	0.044779	0.6631600000000001	7.3246e-09	1.2495999999999998e-07	-0.30504000000000003	-2.7756	0.3722	0.93371	0.0055093	0.021556	-0.3967	-3.7489	0.17394	0.8572799999999999	0.00017761	0.0012607	-0.47079	-3.7974	0.10574000000000001	0.79285	0.00014622	0.0013723
CHEK1	4	-1.0815	-11.984000000000002	0.0066479	0.41357	4.2971e-33	1.0115e-30	-0.81792	-9.5148	0.019232	0.54797	1.8201e-21	1.9815000000000003e-19	-0.5827399999999999	-7.247000000000001	0.054263	0.72712	4.2613e-13	2.0562e-11	-0.43488999999999994	-5.0641	0.1321	0.81868	4.1038999999999996e-07	8.592e-06
EIF4A3	4	-0.62743	-6.648	0.064125	0.71205	2.9715000000000004e-11	7.4369e-10	-0.64251	-6.8191	0.048614	0.65357	9.1643e-12	2.9398e-10	-0.52673	-5.8741	0.07675499999999999	0.76566	4.2514e-09	1.0117000000000001e-07	-0.40876	-4.2508	0.1566	0.8340799999999999	2.1298000000000002e-05	0.00026844
DBR1	5	-0.87795	-10.245999999999999	0.017039	0.51798	1.2350000000000002e-24	1.4837e-22	-0.94668	-10.962	0.0098398	0.43858	5.8209e-28	1.1789999999999999e-25	-0.5745600000000001	-7.3834	0.05714400000000001	0.72717	1.543e-13	8.0714e-12	-0.62813	-7.1923	0.040255	0.6844100000000001	6.3698e-13	4.5473e-11
AEBP1	4	0.20800000000000002	2.5016	0.048223	0.67286	0.012362	0.039927	0.24468	2.9608	0.025237	0.58419	0.0030684	0.013279	-0.025948000000000002	-0.31484	0.65877	0.98131	0.75288	0.85082	-0.04773	-0.53265	0.74269	0.98541	0.59428	0.7578699999999999
NBPF10	4	-0.6078	-5.944	0.07108300000000001	0.72077	2.7816999999999996e-09	5.0738e-08	-0.44437	-4.4829	0.15825999999999998	0.84814	7.3635e-06	7.1422e-05	-0.5582199999999999	-5.7842	0.063597	0.73952	7.286e-09	1.6634e-07	-0.7209899999999999	-6.4303	0.02348	0.6	1.2736000000000001e-10	5.7177e-09
ZWINT	4	-0.74398	-9.092	0.034582999999999996	0.63146	9.7273e-20	7.3035e-18	-0.79199	-9.6511	0.021804	0.56267	4.8649e-22	6.0101e-20	-0.39746	-5.2299	0.17325	0.8572799999999999	1.6957e-07	2.8622000000000003e-06	-0.49087	-5.9182	0.09336900000000001	0.7719	3.2557e-09	1.1185e-07
MICAL2	4	0.20486	2.522	0.050129	0.67935	0.011668000000000001	0.038182	-0.1566	-1.8571	0.85598	0.99077	0.063296	0.15062	-0.055034000000000007	-0.68195	0.79455	0.9878100000000001	0.49527	0.6583100000000001	-0.093521	-1.0616	0.96498	0.99979	0.28843	0.48583999999999994
TSEN54	4	-0.63856	-5.8338	0.06044	0.70475	5.4169e-09	9.370100000000001e-08	-0.66347	-6.0635	0.043033	0.6398699999999999	1.3317e-09	2.9816e-08	-0.58178	-5.5973	0.054745	0.72712	2.1767e-08	4.4189999999999995e-07	-0.51279	-4.5175	0.081348	0.75735	6.2579e-06	9.3408e-05
COPA	4	-0.7293	-6.9938	0.03712	0.63494	2.6753e-12	7.818900000000001e-11	-0.84535	-8.0023	0.016568	0.52568	1.2208e-15	6.6451e-14	-0.93491	-9.1183	0.007669800000000001	0.5	7.6345e-20	9.778300000000001e-18	-0.74002	-6.7102	0.020759	0.5908800000000001	1.943e-11	9.9839e-10
MCMBP	4	-0.68323	-7.2435	0.047224	0.66824	4.3725e-13	1.4647e-11	-0.40326	-4.4768	0.20332999999999998	0.87349	7.5778e-06	7.325100000000001e-05	-0.313	-3.638	0.29741999999999996	0.91915	0.00027472	0.0018569000000000003	-0.37840999999999997	-3.9822	0.18965	0.8635200000000001	6.8279e-05	0.00073056
ZNF732	4	-0.9841200000000001	-8.631	0.010391	0.45821000000000006	6.0834e-18	3.654e-16	-0.87179	-7.8616	0.014650999999999999	0.50837	3.7931999999999994e-15	1.9096e-13	-0.45326000000000005	-4.6077	0.12070999999999998	0.80962	4.0716e-06	4.8313e-05	-0.7290399999999999	-6.2696	0.022309	0.59577	3.6203e-10	1.5269e-08
ACSS1	7	0.21666	3.7246	0.043585000000000006	0.65972	0.00019564	0.0011914999999999999	0.17665	3.0338	0.059751	0.68519	0.002415	0.010848	0.15018	2.6286	0.12359	0.81258	0.0085744	0.032427	0.20574	3.4263	0.053183	0.71091	0.00061188	0.0045452
GKAP1	4	-0.60622	-6.8343	0.07161100000000001	0.72188	8.2383e-12	2.2456999999999998e-10	-0.32366999999999996	-3.7701	0.33214	0.92011	0.00016321	0.0011002	-0.24983000000000002	-3.0029	0.44056000000000006	0.9552	0.0026744	0.012499	-0.3756	-4.1743	0.19318	0.8650399999999999	2.9893000000000003e-05	0.0003596
ATP6AP1	4	-0.9066799999999999	-9.6768	0.014938	0.5021	3.7836e-22	3.6014e-20	-0.9709399999999999	-10.304	0.0086113	0.42253999999999997	6.763500000000001e-25	1.0519000000000001e-22	-0.9879899999999999	-10.912	0.005672	0.48911000000000004	1.0063999999999999e-27	3.4373999999999996e-25	-0.99561	-9.8414	0.0055457	0.48318	7.469400000000001e-23	1.9419000000000002e-20
NR5A1	4	0.26475	3.3459	0.024479	0.58281	0.00082025	0.004102199999999999	0.07196699999999999	0.8957799999999999	0.21385	0.87981	0.37037	0.54387	0.097219	1.2447	0.22144	0.8815700000000001	0.21323000000000003	0.3739	0.15885	1.9163	0.09377100000000001	0.7733899999999999	0.055323000000000004	0.15475999999999998
GAL3ST2	4	0.33239	3.8698	0.010781	0.46033999999999997	0.00010892	0.00072139	-0.10952	-1.2172	0.93434	0.9978899999999999	0.22353	0.38536	-0.0073049	-0.084944	0.57694	0.9769	0.9323100000000001	0.9624299999999999	0.042318	0.45608000000000004	0.35179	0.9213399999999999	0.6483300000000001	0.7965300000000001
HJURP	4	-1.3648	-12.574000000000002	0.0023767	0.37658	2.9348999999999995e-36	8.6651e-34	-1.1909	-11.468	0.0032493	0.35155	1.9076e-30	5.111999999999999e-28	-0.9214700000000001	-9.8185	0.0080257	0.5	9.3734e-23	1.737e-20	-0.8540200000000001	-8.1561	0.011149	0.51782	3.4601000000000003e-16	4.3994e-14
NMD3	4	-0.7621	-8.6846	0.03123	0.6123	3.8016e-18	2.3399000000000003e-16	-0.65198	-7.5920000000000005	0.045984	0.64781	3.1502999999999995e-14	1.4253e-12	-0.55192	-6.7766	0.066066	0.74854	1.2302999999999999e-11	4.4835e-10	-0.63339	-6.9441	0.038957	0.68008	3.8084e-12	2.2954e-10
FAM115C	4	0.22318000000000002	2.5845	0.039968000000000004	0.64879	0.0097514	0.03283	0.16971	1.9608	0.06529700000000001	0.70253	0.049907	0.12537	0.10292000000000001	1.2125	0.20778000000000002	0.87328	0.22530999999999998	0.38797	0.273	3.0717	0.023377000000000002	0.6	0.0021282	0.012401
TAF9	7	-0.92981	-12.165999999999999	0.01348	0.48796999999999996	4.701e-34	1.1533e-31	-0.85757	-11.418	0.015661	0.5213399999999999	3.3957e-30	8.8282e-28	-0.9215	-12.735999999999999	0.0080257	0.5	3.7091e-37	2.692e-34	-0.9172100000000001	-11.228	0.0079224	0.51685	2.985e-29	1.6249e-26
PDCD7	4	-0.95988	-9.945	0.011516	0.46347	2.6529000000000004e-23	2.7671e-21	-0.9059299999999999	-9.5029	0.012262	0.47002	2.0418e-21	2.1955e-19	-0.63834	-7.1817	0.038751	0.69408	6.8847e-13	3.181e-11	-0.67777	-6.9475	0.030162	0.6467	3.7185e-12	2.2491e-10
TRMT61A	4	-0.60049	-6.3047	0.073988	0.72895	2.8872e-10	6.0961e-09	-0.36534	-3.9708	0.25848000000000004	0.8937200000000001	7.1629e-05	0.00053596	0.12470999999999999	1.4616	0.16347	0.84565	0.14386	0.28214	0.31206999999999996	3.5068	0.014915000000000001	0.5321100000000001	0.0004536	0.0035343
SP2	4	0.2731	3.3148	0.021689	0.55929	0.00091709	0.0045216	0.33082	4.0445	0.009541299999999999	0.43613	5.2438e-05	0.00040777	0.34881	4.3648	0.014225999999999999	0.56705	1.2725e-05	0.00013038	0.51077	6.1369	0.0026063	0.46	8.417299999999999e-10	3.3097e-08
NTRK1	8	0.21281999999999998	3.5964	0.045548000000000005	0.6637	0.00032265	0.0018402999999999998	0.13823	2.3253	0.098054	0.77575	0.020054	0.061308	0.12204000000000001	2.1058	0.16846	0.8548899999999999	0.035224	0.09747	0.08619	1.3829	0.22123	0.87464	0.1667	0.33823000000000003
CRCP	5	-0.62373	-8.5114	0.065411	0.71205	1.7189e-17	9.505200000000001e-16	-0.60711	-8.322000000000001	0.060417	0.68737	8.651200000000001e-17	5.306100000000001e-15	-0.41252	-5.898	0.15721	0.8406799999999999	3.6801e-09	8.8298e-08	-0.38295	-5.1648	0.18417999999999998	0.85864	2.4066e-07	5.2996e-06
MBD6	4	-0.60233	-6.0491	0.073449	0.72895	1.4568e-09	2.807e-08	-0.2975	-3.1632	0.38976	0.9393	0.0015606	0.0074845	-0.56514	-6.0388	0.061025	0.73614	1.5525999999999998e-09	4.0067000000000004e-08	-0.34448	-3.3988	0.23681	0.8810100000000001	0.00067691	0.004943899999999999
NAA30	4	-1.6128	-13.964	0.00098743	0.33176	2.5953e-44	1.3296e-41	-1.3973	-12.677999999999999	0.001596	0.32941	7.8123e-37	3.4020999999999993e-34	-1.5385	-14.345	0.00057409	0.39437	1.1447999999999999e-46	1.5338999999999999e-43	-1.3273	-11.34	0.0014352	0.45169	8.3577e-30	5.1994e-27
ZFC3H1	4	-0.76527	-6.4432	0.030760000000000003	0.61164	1.1696e-10	2.6458000000000005e-09	-0.6249100000000001	-5.4647	0.053940999999999996	0.66923	4.6381e-08	7.4945e-07	-0.19535	-1.9471	0.60759	0.9769	0.051526	0.13116	-0.57485	-4.6562	0.05455	0.71127	3.2213999999999998e-06	5.2588999999999994e-05
CCNB1IP1	4	-0.63159	-5.8365	0.062713	0.71205	5.329699999999999e-09	9.2376e-08	-0.51369	-4.8645	0.10428	0.7830199999999999	1.1473e-06	1.3783e-05	-0.65371	-6.3436	0.03518	0.68623	2.2449e-10	6.605300000000001e-09	-0.94258	-7.5632	0.0070383	0.49237	3.9333e-14	3.5136e-12
NCAPH	4	-0.61185	-6.4496	0.069625	0.71934	1.1214e-10	2.5401e-09	-0.8487	-8.6428	0.016304	0.52299	5.484600000000001e-18	4.031000000000001e-16	-0.4746	-5.3148	0.10594	0.80295	1.0675000000000001e-07	1.884e-06	-0.48565	-4.934	0.09664199999999999	0.77792	8.0558e-07	1.582e-05
IRF4	4	0.24353000000000002	2.5771	0.031724	0.61605	0.0099632	0.033433	0.20484000000000002	2.1657	0.041908	0.63478	0.030333	0.08504	0.22438000000000002	2.426	0.053195000000000006	0.72649	0.015267	0.050855000000000004	0.24170999999999998	2.4791	0.034078	0.65809	0.013171	0.053002
KRI1	4	-0.74544	-7.1653	0.034283999999999995	0.63126	7.759100000000001e-13	2.4983e-11	-0.63951	-6.3119	0.049555	0.65375	2.7556000000000003e-10	6.876899999999999e-09	-0.52369	-5.55	0.078053	0.769	2.8563e-08	5.6092e-07	-0.6199100000000001	-5.6754	0.042035	0.69077	1.3833e-08	4.125899999999999e-07
WDR55	4	-0.86149	-8.4595	0.018566	0.5381	2.6845999999999997e-17	1.4433e-15	-0.72741	-7.3696	0.03084	0.60447	1.7116e-13	6.9175e-12	-0.72217	-7.6992	0.023756	0.64499	1.3691e-14	8.427100000000001e-13	-0.80428	-7.4043	0.014478	0.52651	1.3181e-13	1.0630000000000001e-11
PP2D1	4	0.20076	2.0018	0.052804	0.6851	0.045302999999999996	0.11262	-0.095792	-0.91595	0.86921	0.9917	0.35969	0.53323	0.21825999999999998	2.2736	0.056662	0.72717	0.022992	0.070239	0.13552	1.2631	0.12465999999999999	0.81485	0.20656999999999998	0.38993
NARS	4	-0.60955	-5.8731	0.070475	0.72042	4.2781999999999996e-09	7.467100000000001e-08	-0.61117	-5.914	0.058878	0.68181	3.3395000000000003e-09	6.9005e-08	-0.33662	-3.5315	0.2558	0.90381	0.00041327	0.0026330999999999998	-0.48496000000000006	-4.4877	0.097055	0.77872	7.1999e-06	0.00010575
CDAN1	4	-0.7882600000000001	-7.519	0.027085	0.59297	5.5207e-14	2.0636e-12	-0.9011100000000001	-8.4302	0.012629999999999999	0.47722	3.4495e-17	2.2847e-15	-0.80345	-8.1661	0.014938	0.57681	3.1859e-16	2.4447e-14	-0.72556	-6.4634	0.022642	0.59577	1.0237000000000002e-10	4.7048e-09
HAUS3	6	-0.62421	-7.1159	0.065216	0.71205	1.1121e-12	3.4966999999999997e-11	-0.6059399999999999	-6.9705	0.060876	0.68857	3.1576e-12	1.1112e-10	-0.61761	-7.4858	0.043837	0.69408	7.1126e-14	3.9583e-12	-0.5531699999999999	-5.9351	0.062713	0.73311	2.9374000000000002e-09	1.0172e-07
UBIAD1	4	-0.62661	-6.9174	0.064424	0.71205	4.5999e-12	1.2963999999999998e-10	-0.4615	-5.2461	0.14236	0.83534	1.5535999999999998e-07	2.2799e-06	-0.18382	-2.2342	0.64836	0.98003	0.025472	0.07595	-0.21929	-2.4434	0.52062	0.95229	0.01455	0.057017
MASP2	4	-0.67057	-8.6078	0.0506	0.68003	7.4478e-18	4.3681e-16	-0.67128	-8.6396	0.041208	0.63178	5.6417e-18	4.1291000000000004e-16	-0.59639	-7.925	0.049785	0.71611	2.2809e-15	1.5765999999999998e-13	-0.5140100000000001	-6.462999999999999	0.080854	0.7562	1.0267e-10	4.7061000000000005e-09
DR1	4	-0.73657	-7.2113	0.035926	0.63146	5.5432e-13	1.8287e-11	-0.43593000000000004	-4.5518	0.16635	0.8554200000000001	5.3199000000000005e-06	5.3565e-05	0.010544	0.12314000000000001	0.49999	0.96685	0.902	0.94519	-0.10023	-1.0387	0.9964799999999999	0.9999399999999999	0.29893000000000003	0.49615
SLC25A3	4	-0.64812	-6.8974	0.057397000000000004	0.69645	5.2953e-12	1.4806e-10	-0.47396000000000005	-5.2043	0.13207	0.82411	1.9477000000000002e-07	2.79e-06	-0.32415	-3.7627	0.27778	0.91205	0.00016812	0.0012037	-0.34048	-3.5982	0.24294000000000002	0.8822	0.0003204	0.0026539000000000003
GUK1	5	-0.83	-10.825999999999999	0.022102	0.5621	2.5995000000000002e-27	4.0428999999999998e-25	-0.78645	-10.338	0.022562	0.5687399999999999	4.7597e-25	7.606399999999999e-23	-0.55952	-7.7074	0.063115	0.73824	1.2843000000000001e-14	7.932899999999999e-13	-0.47213	-6.1641	0.10475	0.78981	7.0892e-10	2.8453e-08
COX5B	4	-1.0339	-10.815999999999999	0.008312799999999999	0.44036000000000003	2.902e-27	4.434199999999999e-25	-0.9038299999999999	-9.6581	0.012435	0.4719	4.54e-22	5.6894e-20	-0.50164	-5.7573	0.089339	0.79267	8.5453e-09	1.9108000000000001e-07	-0.49463999999999997	-5.3077	0.09083200000000001	0.7719	1.1104000000000001e-07	2.6554e-06
PQLC2	6	0.2032	3.0183	0.051185	0.68092	0.0025418000000000003	0.010728	0.12767	1.8885	0.11141	0.7941199999999999	0.058959000000000004	0.14244	0.074165	1.1194	0.28054	0.91205	0.26297	0.43173	0.12361	1.7615	0.14356	0.8280200000000001	0.078159	0.19972
SLC7A14	4	0.29409	3.0766	0.016603	0.51252	0.0020938000000000003	0.0091477	-0.057727999999999995	-0.58104	0.69128	0.9804200000000001	0.56121	0.71096	-0.23354	-2.388	0.48532	0.9615	0.016937999999999998	0.055196	0.022518	0.21706999999999999	0.42506000000000005	0.9378	0.82815	0.90979
MEF2D	5	0.23296999999999998	2.7655	0.036052999999999995	0.63146	0.005683	0.020982	0.21478000000000003	2.5526	0.037063	0.61897	0.010693000000000001	0.037254	0.098936	1.202	0.21716999999999997	0.8802	0.22935999999999998	0.39238	0.07547000000000001	0.8298200000000001	0.24875999999999998	0.8863700000000001	0.40664	0.60417
NAA25	4	-0.8046399999999999	-8.2896	0.025099	0.58386	1.1363e-16	5.7205e-15	-0.65746	-6.9611	0.044594999999999996	0.6409199999999999	3.3768e-12	1.1788e-10	-0.33248	-3.7952	0.26333	0.9069	0.00014755	0.0010780999999999998	-0.35120999999999997	-3.6793	0.22664	0.87661	0.00023385	0.0020196
CKAP2L	4	-0.61054	-4.7933	0.070119	0.72035	1.6408e-06	1.7125e-05	-0.48521000000000003	-3.9337	0.12355	0.81147	8.363600000000001e-05	0.0006111000000000001	-0.25624	-2.2736	0.42358	0.9511	0.02299	0.070239	-0.31729	-2.4601	0.28331999999999996	0.90255	0.013890000000000001	0.055113999999999996
NSA2	4	-0.9771	-7.4254	0.010678	0.45926000000000006	1.1240999999999998e-13	4.0371e-12	-0.76844	-6.1445	0.024502	0.58194	8.0236e-10	1.861e-08	-1.0662	-8.5297	0.0039727	0.48066000000000003	1.4670999999999998e-17	1.338e-15	-1.0995	-7.4028	0.0035823	0.47778000000000004	1.3336e-13	1.0705e-11
COPB1	4	-1.0287	-9.5559	0.0085194	0.44298999999999994	1.2254e-21	1.1175e-19	-0.98493	-9.2914	0.0081291	0.42017	1.5225e-20	1.485e-18	-0.97777	-9.7943	0.0060393999999999995	0.49156000000000005	1.1913e-22	2.1174e-20	-1.016	-8.7022	0.005063399999999999	0.48318	3.2557999999999997e-18	5.4531e-16
PES1	4	-0.9129700000000001	-9.5108	0.014524	0.5009899999999999	1.8914e-21	1.6887e-19	-0.8484700000000001	-8.9579	0.01635	0.52299	3.3094000000000003e-19	2.8258e-17	-0.6555300000000001	-7.3464	0.034789999999999995	0.6844600000000001	2.0366e-13	1.0372999999999999e-11	-0.68606	-7.0126	0.028635	0.6381100000000001	2.3401e-12	1.4877000000000002e-10
GFOD2	4	0.26629	2.8784	0.024008	0.57922	0.0039976	0.015659	-0.011079	-0.11606	0.48711000000000004	0.96121	0.90761	0.9470200000000001	-0.10733	-1.1539	0.96515	0.99885	0.24854	0.41512	0.065193	0.6534300000000001	0.27883	0.9003899999999999	0.51348	0.69665
CCL28	4	0.24911999999999998	2.9262	0.029761000000000003	0.60487	0.003431	0.013808	-0.038557	-0.43965	0.6047	0.97724	0.6601899999999999	0.7840600000000001	0.25327	3.0660000000000003	0.038441	0.69408	0.0021696	0.010539	0.34953	3.9914	0.010092	0.51782	6.5676e-05	0.00070749
CIDEA	4	0.20179	2.0818	0.052104	0.68498	0.037363	0.097371	0.24425	2.5371	0.025352	0.58419	0.011178	0.038638	0.073554	0.7731399999999999	0.28246	0.9132299999999999	0.43943999999999994	0.61032	-0.019288999999999997	-0.18538	0.6080399999999999	0.9705	0.85293	0.92412
CCT5	4	-0.7640899999999999	-7.521	0.030943000000000002	0.6123	5.4373e-14	2.0368e-12	-0.70981	-7.0961	0.033652999999999995	0.61233	1.2836e-12	4.787899999999999e-11	-0.27005	-3.0194	0.38934	0.9452200000000001	0.0025326	0.011951999999999999	-0.7691899999999999	-7.0198	0.017728	0.56545	2.2214e-12	1.4186000000000001e-10
DLST	4	-0.67857	-7.0753	0.048372000000000005	0.6729999999999999	1.491e-12	4.605e-11	-0.55045	-5.895	0.083748	0.75003	3.7474000000000005e-09	7.6705e-08	-0.43731000000000003	-4.9689	0.13422	0.8219299999999999	6.732899999999999e-07	9.7979e-06	-0.44772	-4.5662	0.12169	0.81218	4.967099999999999e-06	7.684e-05
FAT4	4	0.28574	2.9433	0.018348	0.53568	0.0032473	0.013188	0.25051999999999996	2.5784	0.02356	0.5758800000000001	0.0099265	0.035094	0.22498	2.3753	0.052804	0.72573	0.017533	0.056625999999999996	-0.074603	-0.69984	0.87277	0.9947	0.48403	0.67182
SDHC	6	-0.6247699999999999	-8.8107	0.065067	0.71205	1.2431999999999999e-18	8.0505e-17	-0.45766	-6.5974	0.14552	0.8370000000000001	4.1854e-11	1.2049999999999999e-09	-0.33111	-4.9612	0.26576	0.90759	7.004300000000001e-07	1.015e-05	-0.26253000000000004	-3.7081	0.39968000000000004	0.93114	0.00020884	0.0018372
SLFN12	4	0.24497	2.3926	0.031173000000000003	0.6123	0.016729	0.051195	0.25889	2.5423	0.021287	0.56097	0.011014	0.038232	-0.12850999999999999	-1.2474	0.87064	0.99279	0.21226	0.3728	-0.19335	-1.6509	0.60943	0.97067	0.098756	0.23690999999999998
CCL23	4	0.20215999999999998	2.1487	0.051909000000000004	0.68396	0.031658	0.085509	0.016011	0.16624	0.3799	0.9357700000000001	0.8679600000000001	0.92263	0.11267	1.2353	0.18742999999999999	0.86431	0.21671999999999997	0.37755	-0.072617	-0.6945	0.86285	0.9935	0.48736999999999997	0.67467
PSMC3	4	-0.67584	-7.1534	0.049268	0.6746300000000001	8.4671e-13	2.7212e-11	-0.42916000000000004	-4.7741	0.17381	0.85854	1.8049e-06	2.0468e-05	-0.21325	-2.5518	0.54743	0.97403	0.010716	0.038599	-0.35320999999999997	-3.719	0.22363000000000002	0.8760100000000001	0.00020004	0.0017760000000000002
SMG5	6	-0.70476	-8.1006	0.042597	0.6578	5.4684e-16	2.5400999999999998e-14	-0.6454300000000001	-7.5386	0.047798	0.65196	4.7495e-14	2.1159e-12	-0.4127	-5.2273	0.15704	0.8406799999999999	1.7198e-07	2.9001e-06	-0.43883999999999995	-4.9629	0.12893	0.8157300000000001	6.943899999999999e-07	1.3792000000000001e-05
MCM3AP	4	-0.73407	-7.9057	0.036363	0.63253	2.6654e-15	1.1215e-13	-0.48163999999999996	-5.3853	0.12613	0.8137	7.2309e-08	1.1246e-06	-0.62346	-7.0996	0.042241	0.69408	1.2512e-12	5.5316e-11	-0.40365	-4.3351	0.16169	0.8340799999999999	1.4567e-05	0.00019556
YY1	4	-1.4948	-13.405	0.0014811	0.33176	5.634899999999999e-41	2.2308000000000002e-38	-1.2838	-12.107999999999999	0.0023881999999999996	0.34094	9.5463e-34	3.4600999999999996e-31	-1.2828	-12.786	0.001596	0.39437	1.951e-37	1.4775999999999998e-34	-1.3134	-11.325	0.00155	0.45169	9.9037e-30	5.9486999999999994e-27
DGCR14	4	-0.63285	-6.9823	0.062219000000000003	0.71022	2.9031e-12	8.4003e-11	-0.53673	-6.039	0.090671	0.75975	1.5503e-09	3.4314e-08	-0.32195999999999997	-3.8691	0.28142	0.91307	0.00010925	0.00083607	-0.37769	-4.1009	0.19029000000000001	0.8639	4.115e-05	0.00047521
DCTN1	10	-0.61983	-11.692	0.066858	0.71686	1.3949e-31	3.0371e-29	-0.5252399999999999	-10.039	0.097009	0.77552	1.0300999999999998e-23	1.4887e-21	-0.56228	-11.015999999999998	0.062151	0.73614	3.1938e-28	1.1837e-25	-0.46592	-8.5857	0.10892	0.79606	9.031599999999999e-18	1.4047000000000001e-15
NOL12	4	-0.8365	-6.6726	0.021299000000000002	0.55929	2.5131999999999996e-11	6.353799999999999e-10	-0.61277	-5.178	0.05814299999999999	0.68181	2.2425e-07	3.1757999999999997e-06	-0.7045100000000001	-6.2107	0.026029000000000004	0.65237	5.275399999999999e-10	1.4471000000000001e-08	-0.54524	-4.2874	0.066135	0.73495	1.8079e-05	0.00023467
ZNF394	4	0.20686999999999997	2.6327	0.048855	0.67448	0.0084709	0.029161000000000003	0.14639000000000002	1.8577	0.088558	0.75868	0.063209	0.15044000000000002	0.12443	1.6134	0.16405999999999998	0.84729	0.10665999999999999	0.22610999999999998	0.22168000000000002	2.7328	0.043481	0.69843	0.006280300000000001	0.029526999999999998
ATP6V0B	8	-0.61197	-8.9444	0.069579	0.71929	3.7404000000000006e-19	2.6703000000000003e-17	-0.52042	-7.7771	0.099811	0.77896	7.4209e-15	3.6007e-13	-0.49895	-7.8593	0.090912	0.79899	3.8634000000000004e-15	2.5883e-13	-0.5072300000000001	-7.0477	0.08408099999999999	0.7620600000000001	1.8194e-12	1.1914e-10
HSPA8	4	-1.3362	-12.814	0.0026523000000000002	0.38364000000000004	1.3765999999999997e-37	4.7956e-35	-0.98513	-10.158	0.0081291	0.42017	3.0627e-24	4.5597999999999995e-22	-0.6391	-7.1996	0.038544	0.69408	6.0384e-13	2.8274999999999997e-11	-0.5675899999999999	-5.893	0.057213	0.71595	3.7922e-09	1.2802e-07
SNRNP27	5	-0.77095	-7.2929	0.029761000000000003	0.60487	3.0339000000000003e-13	1.0334e-11	-0.73106	-7.0146	0.030105	0.60136	2.3056e-12	8.2979e-11	-0.64522	-6.6517	0.037224	0.69295	2.8973e-11	9.8377e-10	-0.6906100000000001	-6.1385	0.027912	0.63672	8.330800000000001e-10	3.285e-08
BRD2	4	-0.9029200000000001	-12.184000000000001	0.01511	0.5021	3.8044999999999995e-34	9.467199999999999e-32	-0.63857	-8.8171	0.049796	0.6540699999999999	1.175e-18	9.3883e-17	-0.75732	-10.581	0.019347	0.61606	3.6362e-26	1.0054e-23	-0.81501	-10.720999999999998	0.01356	0.52651	8.0751e-27	3.2712000000000003e-24
GAPDH	4	-1.1431	-10.714	0.005029	0.38761	8.7812e-27	1.2335e-24	-1.2357	-11.417	0.0027326	0.34094	3.457799999999999e-30	8.8575e-28	-0.9333	-9.6778	0.007692699999999999	0.5	3.7469e-22	6.3367e-20	-0.71441	-6.81	0.024238	0.61277	9.7601e-12	5.397200000000001e-10
MED15	4	-0.63435	-8.2806	0.061667999999999994	0.70677	1.226e-16	6.1369e-15	-0.44469	-5.9143	0.15807000000000002	0.84814	3.332e-09	6.8932e-08	0.19988	2.7994	0.069866	0.75684	0.0051192	0.021363	0.19205999999999998	2.6023	0.062943	0.7332	0.0092602	0.040302
SNRNP25	4	-0.8854200000000001	-9.2797	0.016338	0.50961	1.6999e-20	1.3771999999999999e-18	-0.6290100000000001	-6.8889	0.052677999999999996	0.6673399999999999	5.6232e-12	1.8763999999999998e-10	-0.5623	-6.4496	0.062139	0.73614	1.1216e-10	3.514e-09	-0.50335	-5.3046	0.086251	0.7649699999999999	1.1292999999999999e-07	2.6923e-06
